TODO: Also check REG_ANCHORINDEX vs. anchor	IMPLEMENTATION	0.9158161351985121	IMPLEMENTATION	0.0841838648014879	WITHOUT_CLASSIFICATION
{{{ Get indent attributes of previous line	WITHOUT_CLASSIFICATION	0.9999873756851002	WITHOUT_CLASSIFICATION	1.2624314899792606E-5	IMPLEMENTATION
{{{ getFile() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
{{{ createPosition() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ Deprecated methods	WITHOUT_CLASSIFICATION	0.9999513959609975	WITHOUT_CLASSIFICATION	4.8604039002636506E-5	IMPLEMENTATION
{{{ markTokens() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ Handle brackets	WITHOUT_CLASSIFICATION	0.9999572580301181	WITHOUT_CLASSIFICATION	4.274196988182958E-5	IMPLEMENTATION
{{{ Get indent attributes for current line	WITHOUT_CLASSIFICATION	0.9999695931994385	WITHOUT_CLASSIFICATION	3.040680056143143E-5	IMPLEMENTATION
{{{ putBooleanProperty() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
Additional bracket indent For lining up closing and opening brackets	WITHOUT_CLASSIFICATION	0.9999375649076168	WITHOUT_CLASSIFICATION	6.243509238331376E-5	IMPLEMENTATION
{{{ Handle regexps	WITHOUT_CLASSIFICATION	0.9999572398456403	WITHOUT_CLASSIFICATION	4.2760154359661626E-5	IMPLEMENTATION
{{{ Deep indenting	WITHOUT_CLASSIFICATION	0.9999483242984579	WITHOUT_CLASSIFICATION	5.167570154197365E-5	IMPLEMENTATION
{{{ isFoldStart() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
no parenthesis on previous line (prevLineParenWeight == 0) so the normal indenting rules are used	WITHOUT_CLASSIFICATION	0.9999878434255701	WITHOUT_CLASSIFICATION	1.2156574429894535E-5	IMPLEMENTATION
{{{ getRootElements() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
If the previous line matches indentNextLine or indentNextLines, add a level of indent	WITHOUT_CLASSIFICATION	0.9999901155532096	WITHOUT_CLASSIFICATION	9.884446790349434E-6	IMPLEMENTATION
{{{ getLineParenWeight() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ getParagraphElement() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ putProperty() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ isFoldEnd() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
for backwards compatibility	WITHOUT_CLASSIFICATION	0.9999699109010061	WITHOUT_CLASSIFICATION	3.0089098993872957E-5	IMPLEMENTATION
{{{ setFoldHandler() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getDefaultRootElement() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ invalidateCachedFoldLevels() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ getCurrentIdentForLine() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ Folding methods	WITHOUT_CLASSIFICATION	0.9999414392338294	WITHOUT_CLASSIFICATION	5.8560766170602204E-5	IMPLEMENTATION
{{{ Position methods	WITHOUT_CLASSIFICATION	0.9999420853312259	WITHOUT_CLASSIFICATION	5.791466877420272E-5	IMPLEMENTATION
{{{ getFoldLevel() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getFoldAtLine() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ Marker methods	WITHOUT_CLASSIFICATION	0.9999415296733798	WITHOUT_CLASSIFICATION	5.8470326620252973E-5	IMPLEMENTATION
{{{ getFoldHandler() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999632620779648	WITHOUT_CLASSIFICATION	3.673792203519402E-5	IMPLEMENTATION
{{{ Instance variables	WITHOUT_CLASSIFICATION	0.9999692000888071	WITHOUT_CLASSIFICATION	3.079991119291574E-5	IMPLEMENTATION
{{{ commitTemporary() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getMarker() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
notify clients with -wait	WITHOUT_CLASSIFICATION	0.9999222795041075	WITHOUT_CLASSIFICATION	7.772049589256327E-5	IMPLEMENTATION
Log.log(Log.ERROR,this,io);	WITHOUT_CLASSIFICATION	0.999957044998078	WITHOUT_CLASSIFICATION	4.295500192202174E-5	IMPLEMENTATION
{{{ close() method	WITHOUT_CLASSIFICATION	0.9998702437496934	WITHOUT_CLASSIFICATION	1.2975625030656917E-4	IMPLEMENTATION
don't sort markers while buffer is being loaded	WITHOUT_CLASSIFICATION	0.99998875167207	WITHOUT_CLASSIFICATION	1.1248327930030485E-5	IMPLEMENTATION
{{{ getMarkerStatusPrompt() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ checkFileForLoad() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ addOrRemoveMarker() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getMarkerInRange() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ addMarker() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
this must be called before any EditBus messages are sent	WITHOUT_CLASSIFICATION	0.9999992352357461	WITHOUT_CLASSIFICATION	7.647642539666245E-7	IMPLEMENTATION
{{{ getMarkerAtLine() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ resetCachedProperties() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ removeMarker() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
Magic: UNTITLED is only set if newFile param to constructor is set, NEW_FILE is also set if file doesn't exist on disk. This is so that we can tell apart files created with jEdit.newFile(), and those that just don't exist on disk. Why do we need to tell the difference between the two? jEdit.addBufferToList() checks if the only opened buffer is an untitled buffer, and if so, replaces it with the buffer to add. We don't want this behavior to occur with files that don't exist on disk; only untitled ones.	WITHOUT_CLASSIFICATION	0.9999972019932516	WITHOUT_CLASSIFICATION	2.7980067482869236E-6	IMPLEMENTATION
{{{ removeAllMarkers() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
Display	WITHOUT_CLASSIFICATION	0.9999742148648919	WITHOUT_CLASSIFICATION	2.578513510808652E-5	IMPLEMENTATION
{{{ Flags	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
{{{ finishSaving() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ setFlag() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
{{{ setPath() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
{{{ getFlag() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
{{{ checkFileForSave() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ Flag values	WITHOUT_CLASSIFICATION	0.9999935002274739	WITHOUT_CLASSIFICATION	6.499772526076338E-6	IMPLEMENTATION
{{{ recoverAutosave() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
this method might get called at startup	WITHOUT_CLASSIFICATION	0.9999737555103551	WITHOUT_CLASSIFICATION	2.6244489644957292E-5	IMPLEMENTATION
{{{ fireTransactionComplete() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ finishLoading() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
Create marker positions	WITHOUT_CLASSIFICATION	0.9999651821583293	WITHOUT_CLASSIFICATION	3.481784167065033E-5	IMPLEMENTATION
}}} }}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
{{{ setTokenMarker() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
if we don't do this, the autosave file won't be deleted after a save as	WITHOUT_CLASSIFICATION	0.9999976166693633	WITHOUT_CLASSIFICATION	2.3833306367088123E-6	IMPLEMENTATION
Need to reset properties that were cached defaults, since the defaults might have changed.	WITHOUT_CLASSIFICATION	0.9653689760388291	WITHOUT_CLASSIFICATION	0.0346310239611709	IMPLEMENTATION
on a reload, the fold handler doesn't change, but we still need to re-collapse folds. don't do this on initial fold handler creation	WITHOUT_CLASSIFICATION	0.9999693589081502	WITHOUT_CLASSIFICATION	3.0641091849803656E-5	IMPLEMENTATION
show this message when all I/O requests are complete	WITHOUT_CLASSIFICATION	0.9992378356278188	WITHOUT_CLASSIFICATION	7.621643721811805E-4	IMPLEMENTATION
if we save a file with the same name as one that's already open, we presume that we can close the existing file, since the user would have confirmed the overwrite in the 'save as' dialog box anyway	WITHOUT_CLASSIFICATION	0.9999824197924347	WITHOUT_CLASSIFICATION	1.7580207565242972E-5	IMPLEMENTATION
can't happen?	WITHOUT_CLASSIFICATION	0.9999536405353484	WITHOUT_CLASSIFICATION	4.6359464651499705E-5	IMPLEMENTATION
can't happen?	WITHOUT_CLASSIFICATION	0.9999536405353484	WITHOUT_CLASSIFICATION	4.6359464651499705E-5	IMPLEMENTATION
if we saved over an already open file using 'save a copy as', then reload the existing buffer	WITHOUT_CLASSIFICATION	0.9999972438865267	WITHOUT_CLASSIFICATION	2.7561134732304326E-6	IMPLEMENTATION
{{{ Update this buffer for the new path	WITHOUT_CLASSIFICATION	0.999941607497715	WITHOUT_CLASSIFICATION	5.839250228511142E-5	IMPLEMENTATION
this ensures that undo can clear the dirty flag properly when all edits up to a save are undone	WITHOUT_CLASSIFICATION	0.9998975876875472	WITHOUT_CLASSIFICATION	1.0241231245282659E-4	IMPLEMENTATION
if user adds mode buffer-local property	WITHOUT_CLASSIFICATION	0.9999632896487025	WITHOUT_CLASSIFICATION	3.671035129751749E-5	IMPLEMENTATION
new message type introduced in 4.0pre4	WITHOUT_CLASSIFICATION	0.9999849305003758	WITHOUT_CLASSIFICATION	1.5069499624095342E-5	IMPLEMENTATION
{{{ parseBufferLocalProperties() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ parseBufferLocalProperties() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
first line for last 10 lines, make sure not to overlap with the first 10	WITHOUT_CLASSIFICATION	0.9975987609913781	WITHOUT_CLASSIFICATION	0.00240123900862188	IMPLEMENTATION
use the low-level property setting code so that if we have a buffer-local property with the same value as a default, later changes in the default don't affect the buffer-local property	WITHOUT_CLASSIFICATION	0.9999996833232383	WITHOUT_CLASSIFICATION	3.166767616824712E-7	IMPLEMENTATION
don't do this on initial token marker	WITHOUT_CLASSIFICATION	0.9998363422930981	WITHOUT_CLASSIFICATION	1.6365770690189942E-4	IMPLEMENTATION
{{{ getPriorNonEmptyLine() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
didn't find a line that contains non-whitespace chars so return index of prior whitespace line	WITHOUT_CLASSIFICATION	0.9999467096310205	WITHOUT_CLASSIFICATION	5.329036897939941E-5	IMPLEMENTATION
{{{ contentInserted() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ Event firing methods	WITHOUT_CLASSIFICATION	0.9999545828765873	WITHOUT_CLASSIFICATION	4.541712341263085E-5	IMPLEMENTATION
{{{ getListener() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ fireFoldLevelChanged() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ fireContentInserted() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ fireContentRemoved() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ firePreContentRemoved() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ fireFoldHandlerChanged() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
private members	WITHOUT_CLASSIFICATION	0.9999837059168527	WITHOUT_CLASSIFICATION	1.6294083147235147E-5	IMPLEMENTATION
end HandlerBase implementation	WITHOUT_CLASSIFICATION	0.9988418498772494	WITHOUT_CLASSIFICATION	0.001158150122750617	IMPLEMENTATION
so you the avid code reader should use MODES as the DOCTYPE instead, but we still let old catalogs through to avoid annoying users.	WITHOUT_CLASSIFICATION	0.9999962012320305	WITHOUT_CLASSIFICATION	3.798767969582049E-6	IMPLEMENTATION
older jEdit versions used a DOCTYPE of CATALOG, which is incorrect since the DOCTYPE must be the name of the root element, which is MODES.	WITHOUT_CLASSIFICATION	0.9999988437978109	WITHOUT_CLASSIFICATION	1.1562021891176296E-6	IMPLEMENTATION
1 because we've already 'seen' the first bracket	WITHOUT_CLASSIFICATION	0.9999647901226624	WITHOUT_CLASSIFICATION	3.5209877337652114E-5	IMPLEMENTATION
{{{ findMatchingBracket() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
to avoid slowdown with large files; only scan 10000 lines either way	WITHOUT_CLASSIFICATION	0.9999853509276014	WITHOUT_CLASSIFICATION	1.4649072398549288E-5	IMPLEMENTATION
{{{ Forward search	WITHOUT_CLASSIFICATION	0.9999600052376627	WITHOUT_CLASSIFICATION	3.999476233735067E-5	IMPLEMENTATION
{{{ getTokenAtOffset() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
corresponding character false - backwards, true - forwards	WITHOUT_CLASSIFICATION	0.9998440422952611	WITHOUT_CLASSIFICATION	1.559577047389019E-4	IMPLEMENTATION
}}} {{{ Backward search	WITHOUT_CLASSIFICATION	0.9999666819464809	WITHOUT_CLASSIFICATION	3.3318053519106697E-5	IMPLEMENTATION
Get the syntax token at 'offset' only tokens with the same type will be checked for the corresponding bracket	WITHOUT_CLASSIFICATION	0.9999979067836433	WITHOUT_CLASSIFICATION	2.0932163566129933E-6	IMPLEMENTATION
Nothing found	WITHOUT_CLASSIFICATION	0.9999727675054313	WITHOUT_CLASSIFICATION	2.723249456872778E-5	IMPLEMENTATION
{{{ Go on to next line	WITHOUT_CLASSIFICATION	0.9998230098710701	WITHOUT_CLASSIFICATION	1.769901289300294E-4	IMPLEMENTATION
{{{ Go on to previous line	WITHOUT_CLASSIFICATION	0.999855469711208	WITHOUT_CLASSIFICATION	1.4453028879205738E-4	IMPLEMENTATION
{{{ the character under the cursor changes how we behave.	WITHOUT_CLASSIFICATION	0.9992298680685627	WITHOUT_CLASSIFICATION	7.70131931437234E-4	IMPLEMENTATION
{{{ findWordStart() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ findWordStart() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ findWordStart() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ the character under the cursor changes how we behave.	WITHOUT_CLASSIFICATION	0.9992298680685627	WITHOUT_CLASSIFICATION	7.70131931437234E-4	IMPLEMENTATION
{{{ Whitespace...	WITHOUT_CLASSIFICATION	0.9999483242984579	WITHOUT_CLASSIFICATION	5.167570154197365E-5	IMPLEMENTATION
{{{ Whitespace...	WITHOUT_CLASSIFICATION	0.9999483242984579	WITHOUT_CLASSIFICATION	5.167570154197365E-5	IMPLEMENTATION
only select other whitespace in this case	WITHOUT_CLASSIFICATION	0.9999770627027913	WITHOUT_CLASSIFICATION	2.2937297208735017E-5	IMPLEMENTATION
only select other whitespace in this case	WITHOUT_CLASSIFICATION	0.9999770627027913	WITHOUT_CLASSIFICATION	2.2937297208735017E-5	IMPLEMENTATION
word char or symbol; stop	WITHOUT_CLASSIFICATION	0.9999815175713928	WITHOUT_CLASSIFICATION	1.8482428607358505E-5	IMPLEMENTATION
}}} {{{ Word character...	WITHOUT_CLASSIFICATION	0.9999571500055203	WITHOUT_CLASSIFICATION	4.284999447966166E-5	IMPLEMENTATION
word char; keep going	WITHOUT_CLASSIFICATION	0.9999590832437446	WITHOUT_CLASSIFICATION	4.0916756255286624E-5	IMPLEMENTATION
whitespace; include in word if eating	WITHOUT_CLASSIFICATION	0.9999946839600307	WITHOUT_CLASSIFICATION	5.316039969374502E-6	IMPLEMENTATION
whitespace; include in word if eating	WITHOUT_CLASSIFICATION	0.9999946839600307	WITHOUT_CLASSIFICATION	5.316039969374502E-6	IMPLEMENTATION
}}} {{{ Symbol...	WITHOUT_CLASSIFICATION	0.9999483242984579	WITHOUT_CLASSIFICATION	5.167570154197365E-5	IMPLEMENTATION
{{{ findWordEnd() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ findWordEnd() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ findWordEnd() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
}}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
{{{ Package-private members	WITHOUT_CLASSIFICATION	0.9999585513574295	WITHOUT_CLASSIFICATION	4.144864257040967E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999632620779648	WITHOUT_CLASSIFICATION	3.673792203519402E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999632620779648	WITHOUT_CLASSIFICATION	3.673792203519402E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999632620779648	WITHOUT_CLASSIFICATION	3.673792203519402E-5	IMPLEMENTATION
{{{ update() method	WITHOUT_CLASSIFICATION	0.9998779041578507	WITHOUT_CLASSIFICATION	1.2209584214931265E-4	IMPLEMENTATION
whitespace; include in word if eating	WITHOUT_CLASSIFICATION	0.9999946839600307	WITHOUT_CLASSIFICATION	5.316039969374502E-6	IMPLEMENTATION
}}} {{{ Symbol...	WITHOUT_CLASSIFICATION	0.9999483242984579	WITHOUT_CLASSIFICATION	5.167570154197365E-5	IMPLEMENTATION
align everything to paragraph's leading indent	WITHOUT_CLASSIFICATION	0.9998617989330401	WITHOUT_CLASSIFICATION	1.3820106695990804E-4	IMPLEMENTATION
if we see whitespace, set flag.	WITHOUT_CLASSIFICATION	0.9999967435610434	WITHOUT_CLASSIFICATION	3.2564389566468263E-6	IMPLEMENTATION
{{{ tabsToSpaces() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ spacesToTabs() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ createEncodingMenu() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ format() method	WITHOUT_CLASSIFICATION	0.9998699439002143	WITHOUT_CLASSIFICATION	1.3005609978568528E-4	IMPLEMENTATION
{{{ BrowserCommandsMenu constructor	WITHOUT_CLASSIFICATION	0.9999008949653095	WITHOUT_CLASSIFICATION	9.910503469049228E-5	IMPLEMENTATION
{{{ getStringCase() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
set rename to false if > 1 file selected	WITHOUT_CLASSIFICATION	0.9999618060235991	WITHOUT_CLASSIFICATION	3.8193976400795826E-5	IMPLEMENTATION
{{{ toTitleCase() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
all good	WITHOUT_CLASSIFICATION	0.9999580540808121	WITHOUT_CLASSIFICATION	4.1945919187863566E-5	IMPLEMENTATION
{{{ formatParagraph() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ paintComponent() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
show 'close' item if at least one selected file is currently open	WITHOUT_CLASSIFICATION	0.9999946373020983	WITHOUT_CLASSIFICATION	5.362697901750815E-6	IMPLEMENTATION
this will disable most operations if files of multiple types are selected	WITHOUT_CLASSIFICATION	0.999992980280899	WITHOUT_CLASSIFICATION	7.019719100963078E-6	IMPLEMENTATION
{{{ ActionHandler class	WITHOUT_CLASSIFICATION	0.99998714992406	WITHOUT_CLASSIFICATION	1.2850075940035163E-5	IMPLEMENTATION
{{{ createMenuItem() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ propertiesChanged() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getIconForFile() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ FileCellRenderer constructor	WITHOUT_CLASSIFICATION	0.9999008949653095	WITHOUT_CLASSIFICATION	9.910503469049228E-5	IMPLEMENTATION
{{{ getIconForFile() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getTableCellRendererComponent() method	WITHOUT_CLASSIFICATION	0.9998562166295659	WITHOUT_CLASSIFICATION	1.4378337043400747E-4	IMPLEMENTATION
{{{ getEntryWidth() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ ExpansionToggleBorder class	WITHOUT_CLASSIFICATION	0.9999829091298453	WITHOUT_CLASSIFICATION	1.709087015467015E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999632620779648	WITHOUT_CLASSIFICATION	3.673792203519402E-5	IMPLEMENTATION
{{{ Private members	WITHOUT_CLASSIFICATION	0.9999632620779648	WITHOUT_CLASSIFICATION	3.673792203519402E-5	IMPLEMENTATION
}}} }}}	WITHOUT_CLASSIFICATION	0.9999702511741054	WITHOUT_CLASSIFICATION	2.97488258946595E-5	IMPLEMENTATION
{{{ processKeyEvent() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ ExpansionToggleBorder constructor	WITHOUT_CLASSIFICATION	0.9999008949653095	WITHOUT_CLASSIFICATION	9.910503469049228E-5	IMPLEMENTATION
{{{ isExpansionToggle() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
setColumnSelectionAllowed(true); setCellSelectionEnabled(false);	WITHOUT_CLASSIFICATION	0.9999428695153325	WITHOUT_CLASSIFICATION	5.713048466754475E-5	IMPLEMENTATION
{{{ paintBorder() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ VFSDirectoryEntryTable constructor	WITHOUT_CLASSIFICATION	0.9999008949653095	WITHOUT_CLASSIFICATION	9.910503469049228E-5	IMPLEMENTATION
{{{ getBorderInsets() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ getSelectedFiles() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ isBorderOpaque() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
{{{ selectFile() method	WITHOUT_CLASSIFICATION	0.9998918905065695	WITHOUT_CLASSIFICATION	1.0810949343056903E-4	IMPLEMENTATION
TableColumn col1 = getColumnModel().getColumn(0);col1.setMinWidth(20);col1.setMaxWidth(20);col1.setPreferredWidth(20);	WITHOUT_CLASSIFICATION	0.999907402036467	WITHOUT_CLASSIFICATION	9.25979635330522E-5	IMPLEMENTATION
